audit;supplier;test_name;purpose;description;actions;nist800-53_ref;risk_level;authors
run;juniper-junos;aaa_config_set.juniper-junos.gawk;check if <aaa config> is set;missing aaa configuration means authentication, authorization, and accounting are not properly enforced;configure aaa with proper authentication and authorization settings (please refer to engineering/operations guidelines for further information);ia-2 | identification and authentication | ensure unique identification and authentication of organizational users is configured;high;cedric llorens
run;juniper-junos;aaa_rightorder_set.juniper-junos.gawk;check if <aaa auth order> starts with radius/tacacs;aaa authentication order not starting with radius or tacacs means centralized authentication may be bypassed;configure aaa authentication order to prioritize radius or tacacs before local (please refer to engineering/operations guidelines for further information);ia-2 | identification and authentication | ensure unique identification and authentication of organizational users is configured;high;cedric llorens
run;juniper-junos;aaa_user_notset.juniper-junos.gawk;check that <aaa forbidden users> are not set;presence of forbidden aaa users indicates unauthorized or default accounts that should be removed;remove forbidden aaa users and enforce least-privilege account management (please refer to engineering/operations guidelines for further information);ia-2 | identification and authentication | ensure unique identification and authentication of organizational users is configured;high;cedric llorens
run;juniper-junos;filter_defref_set.juniper-junos.gawk;check when <filter> def and not ref / check when <filter> ref and not def;filter defined but not referenced represents dead configuration  filter referenced but not defined causes policy errors;align filter definitions and references to ensure all filters are used and all references are valid (please refer to engineering/operations guidelines for further information);si-2 | system and information integrity | ensure flaw remediation and patching is configured;high | info;cedric llorens
run;juniper-junos;firewall_enable_set.juniper-junos.gawk;check if <firewall> is set;missing firewall configuration means no packet filtering is applied and the device is exposed to unrestricted traffic;configure firewall filter policies to enforce traffic control (please refer to engineering/operations guidelines for further information);si-2 | system and information integrity | ensure flaw remediation and patching is configured;high;cedric llorens
run;juniper-junos;firewall_familyinet_set.juniper-junos.gawk;check if <family inet> is set inside firewall block;missing family inet configuration inside firewall block means ipv4 filtering rules are not applied and the device lacks adequate ipv4 traffic control;configure family inet policies inside firewall block to enforce ipv4 traffic filtering (please refer to engineering/operations guidelines for further information);sc-7(11) | system and communications protection | ensure restriction of incoming communications traffic is configured;high;cedric llorens
run;juniper-junos;int_directedbroadcast_notset.juniper-junos.gawk;check if an interface has no <directed-broadcast>;directed broadcast enabled on interfaces can be exploited for amplification attacks such as smurf;disable directed broadcast on all interfaces (please refer to engineering/operations guidelines for further information);si-2 | system and information integrity | ensure flaw remediation and patching is configured;high;cedric llorens
run;juniper-junos;int_proxyarp_notset.juniper-junos.gawk;check if an interface has no <proxy-arp>;proxy-arp enabled on interfaces can lead to arp spoofing and man-in-the-middle attacks;disable proxy-arp on all interfaces where it is not explicitly required (please refer to engineering/operations guidelines for further information);si-2 | system and information integrity | ensure flaw remediation and patching is configured;high;cedric llorens
run;juniper-junos;int_redirects_notset.juniper-junos.gawk;check if an interface has no <redirects>;icmp redirects enabled on interfaces can be exploited to redirect traffic through unauthorized gateways;disable redirects on all interfaces (please refer to engineering/operations guidelines for further information);si-2 | system and information integrity | ensure flaw remediation and patching is configured;high;cedric llorens
run;juniper-junos;int_unreachables_notset.juniper-junos.gawk;check if an interface has no <unreachables>;icmp unreachables enabled on interfaces may reveal network topology information to potential attackers;disable unreachables on all interfaces (please refer to engineering/operations guidelines for further information);au-12 | audit and accountability | ensure audit record generation is enabled;high;cedric llorens
